filename,foreheadHorizEdges,foreheadVertEdges,eyeSidesHorizEdges,eyeSidesVertEdges,chinHorizEdges,chinVertEdges,emotion
3432.jpg,0,0,10,0,16,11,happy
1722.jpg,0,0,2,0,0,9,happy
1531.jpg,0,0,7,0,0,30,surprised
5518.jpg,0,0,13,0,1,17,neutral
3983.jpg,0,0,4,0,0,25,neutral
4367.jpg,0,0,6,0,11,31,happy
3878.jpg,0,0,13,0,6,29,happy
5702.jpg,0,0,5,0,4,24,neutral
3700.jpg,0,0,9,0,7,32,sad
1444.jpg,0,0,14,0,0,27,anxious
4359.jpg,0,0,11,0,0,37,happy
600.jpg,0,0,8,0,0,1,happy
3816.jpg,0,0,0,0,0,2,happy
3195.jpg,0,0,10,0,0,29,happy
3635.jpg,0,0,10,0,0,22,happy
5318.jpg,0,0,9,0,0,22,happy
3677.jpg,0,0,12,0,20,21,happy
32.jpg,0,0,11,0,6,21,happy
1692.jpg,0,0,11,0,16,14,anxious
1544.jpg,0,0,11,0,8,20,happy
5208.jpg,0,0,17,0,0,25,neutral
1493.jpg,0,0,8,0,5,26,neutral
2589.jpg,0,0,7,0,0,3,neutral
5179.jpg,0,0,5,0,0,14,happy
6420.jpg,0,0,9,0,0,19,happy
783.jpg,0,0,13,0,2,26,neutral
1704.jpg,0,0,10,0,3,22,neutral
2808.jpg,0,0,10,0,6,25,happy
6641.jpg,0,0,13,0,4,23,happy
5533.jpg,0,0,13,0,0,34,happy
4269.jpg,0,0,12,0,0,18,happy
6747.jpg,0,0,7,0,10,18,happy
6999.jpg,0,0,18,0,5,19,neutral
2226.jpg,0,0,11,0,0,9,angry
3583.jpg,0,0,7,0,0,29,neutral
6425.jpg,0,0,7,0,0,37,confident
6743.jpg,0,0,18,0,8,14,happy
1013.jpg,0,0,11,1,3,23,sad
1598.jpg,0,0,15,0,0,34,surprised
2533.jpg,0,0,17,0,5,25,neutral
3054.jpg,0,0,8,0,0,23,neutral
5918.jpg,0,0,16,0,34,28,neutral
4487.jpg,0,0,15,0,7,35,happy
2730.jpg,0,0,10,0,35,20,happy
1694.jpg,0,0,11,0,0,20,happy
6285.jpg,0,0,3,0,1,30,anxious
6208.jpg,0,0,17,0,35,24,happy
4317.jpg,0,0,10,0,9,26,happy
3807.jpg,8,0,13,18,0,12,angry
1802.jpg,0,0,3,0,10,15,happy
3870.jpg,0,0,9,0,6,9,neutral
3688.jpg,0,0,0,0,1,22,neutral
1980.jpg,0,0,10,0,8,28,surprised
737.jpg,0,0,8,13,29,22,happy
2160.jpg,0,0,13,0,0,6,surprised
4282.jpg,0,0,6,0,0,2,sad
1603.jpg,0,0,8,0,4,29,neutral
2195.jpg,0,0,2,0,0,30,happy
4862.jpg,0,0,3,0,0,6,angry
5606.jpg,0,0,15,0,0,26,happy
2714.jpg,0,0,13,0,12,27,sad
4757.jpg,0,0,7,0,0,22,anxious
4719.jpg,0,0,14,0,8,31,surprised
744.jpg,0,0,15,0,0,28,happy
2354.jpg,0,0,10,5,3,18,happy
5515.jpg,0,0,9,0,0,22,anxious
6646.jpg,0,0,11,0,7,20,neutral
4306.jpg,0,0,13,0,0,19,surprised
3243.jpg,0,0,11,0,10,25,happy
1399.jpg,0,0,12,0,10,25,happy
6532.jpg,0,0,8,0,19,28,happy
6063.jpg,0,0,1,0,2,20,happy
2807.jpg,0,0,11,12,0,19,neutral
2873.jpg,0,0,17,0,19,42,neutral
1197.jpg,0,0,16,0,1,27,sad
6714.jpg,0,0,9,0,2,27,neutral
87.jpg,0,0,0,0,0,10,angry
4733.jpg,0,0,12,0,7,14,happy
2811.jpg,0,0,6,0,0,24,happy
938.jpg,0,0,6,0,4,13,happy
973.jpg,0,0,15,0,8,10,neutral
671.jpg,0,0,7,0,0,12,neutral
591.jpg,0,0,14,0,35,38,neutral
6597.jpg,0,0,8,0,31,21,surprised
3744.jpg,0,0,10,0,3,18,angry
3496.jpg,0,0,9,0,3,16,happy
6621.jpg,0,0,8,0,6,20,happy
4839.jpg,0,0,17,0,0,1,happy
6238.jpg,0,0,13,0,1,22,angry
3919.jpg,0,0,11,0,4,39,neutral
6996.jpg,0,0,7,0,3,15,happy
5750.jpg,0,0,4,0,6,30,angry
2042.jpg,0,0,25,10,0,22,happy
1152.jpg,0,0,11,0,0,25,happy
6515.jpg,10,0,10,0,0,9,neutral
1941.jpg,0,0,6,0,9,35,angry
1672.jpg,0,0,9,0,2,25,happy
3263.jpg,0,0,6,0,0,8,confident
251.jpg,0,0,19,0,8,22,neutral
5636.jpg,0,0,8,0,4,15,happy
5627.jpg,0,0,1,0,0,8,happy
4721.jpg,0,0,22,0,0,27,neutral
5322.jpg,0,0,13,0,6,22,happy
3667.jpg,0,0,0,0,6,17,anxious
6618.jpg,0,0,12,0,0,8,happy
2310.jpg,0,0,7,0,0,11,neutral
133.jpg,0,0,11,0,1,20,happy
3411.jpg,0,0,12,0,7,36,angry
5070.jpg,0,0,1,0,6,22,happy
5528.jpg,0,0,17,0,5,29,confident
930.jpg,0,0,17,0,0,33,neutral
4821.jpg,0,0,12,0,2,32,anxious
2156.jpg,0,0,10,0,2,25,happy
3668.jpg,0,0,12,0,10,28,happy
477.jpg,0,0,1,0,0,13,neutral
5387.jpg,0,0,11,0,9,24,neutral
1534.jpg,0,0,5,0,0,4,happy
4737.jpg,0,0,8,0,2,34,happy
530.jpg,0,0,1,0,0,18,happy
1870.jpg,0,0,16,0,14,24,happy
3826.jpg,0,0,14,0,22,14,happy
5651.jpg,0,0,9,0,2,23,neutral
224.jpg,0,0,2,0,11,15,happy
5815.jpg,0,0,14,0,5,18,neutral
3434.jpg,0,0,11,0,10,17,happy
875.jpg,0,0,14,0,1,27,confident
5801.jpg,0,0,7,0,18,34,neutral
5886.jpg,0,0,11,0,3,30,happy
5960.jpg,0,0,4,0,4,11,happy
5332.jpg,0,0,15,0,36,35,angry
2036.jpg,0,0,5,0,0,14,happy
3300.jpg,11,0,7,12,2,14,angry
3137.jpg,0,0,15,0,0,30,happy
5717.jpg,0,0,6,0,8,9,happy
6005.jpg,0,0,12,0,5,26,neutral
5396.jpg,0,0,5,0,6,15,anxious
2509.jpg,0,0,4,0,4,6,surprised
3771.jpg,0,0,18,0,0,16,neutral
693.jpg,0,0,9,0,0,15,happy
2464.jpg,0,0,6,0,0,19,happy
1859.jpg,0,0,7,0,5,33,happy
5048.jpg,0,0,2,0,2,20,happy
1540.jpg,0,0,4,0,0,26,happy
6098.jpg,0,0,5,0,0,14,happy
5164.jpg,0,0,8,0,2,15,happy
2085.jpg,0,0,13,0,4,20,neutral
4958.jpg,0,0,8,0,0,34,neutral
5451.jpg,0,0,20,0,1,31,neutral
5858.jpg,0,0,14,0,4,16,happy
295.jpg,0,0,13,0,0,20,happy
833.jpg,3,0,16,0,0,1,anxious
5843.jpg,0,0,0,0,0,12,happy
2196.jpg,0,0,12,0,0,29,happy
3725.jpg,0,0,9,0,0,10,happy
472.jpg,0,0,7,0,0,22,happy
1361.jpg,0,0,13,0,8,24,neutral
931.jpg,0,0,6,0,10,12,confident
4079.jpg,0,0,14,0,8,33,happy
3219.jpg,0,0,11,0,17,30,happy
4961.jpg,0,0,0,0,0,6,neutral
914.jpg,2,0,7,12,0,27,happy
1174.jpg,0,0,12,0,2,25,happy
1865.jpg,0,0,7,0,2,15,anxious
6639.jpg,0,0,17,0,0,14,happy
5571.jpg,1,0,13,35,0,25,confident
1913.jpg,0,0,17,0,0,29,confident
2240.jpg,0,0,2,0,0,22,sad
1193.jpg,0,0,6,0,0,49,happy
4202.jpg,0,0,5,3,4,24,neutral
3542.jpg,0,0,7,0,11,14,happy
4007.jpg,0,0,11,0,0,33,sad
5845.jpg,0,0,11,0,1,19,happy
2671.jpg,0,0,5,0,8,16,neutral
3050.jpg,0,0,4,0,2,13,happy
436.jpg,0,0,11,0,4,17,happy
3749.jpg,0,0,4,0,0,24,happy
2651.jpg,0,0,9,0,3,26,happy
4767.jpg,2,0,11,0,0,17,neutral
1576.jpg,0,0,7,0,0,6,confident
3438.jpg,0,0,21,0,9,19,neutral
1747.jpg,0,0,13,0,0,27,angry
6640.jpg,0,0,8,0,6,29,surprised
359.jpg,0,0,19,0,0,26,angry
879.jpg,0,0,9,0,2,35,happy
781.jpg,0,0,12,0,0,23,neutral
3456.jpg,0,0,19,0,0,18,sad
1723.jpg,0,0,18,0,0,35,happy
341.jpg,0,0,14,0,0,7,neutral
2208.jpg,0,0,9,0,0,27,happy
4801.jpg,0,0,15,0,2,29,neutral
674.jpg,0,0,10,0,0,36,sad
6694.jpg,0,0,6,0,0,20,neutral
6083.jpg,0,0,15,0,6,29,happy
1111.jpg,6,0,11,0,0,22,happy
490.jpg,0,0,6,0,5,28,happy
1756.jpg,0,0,5,8,7,15,happy
2433.jpg,3,0,11,0,0,8,happy
6157.jpg,0,0,8,0,0,1,neutral
2456.jpg,0,0,11,0,14,25,neutral
6154.jpg,0,0,4,0,0,24,happy
338.jpg,0,0,15,0,0,16,anxious
655.jpg,1,0,11,0,0,6,happy
1568.jpg,0,0,7,22,1,41,happy
574.jpg,0,0,11,0,3,20,surprised
3116.jpg,0,0,12,5,21,40,angry
2193.jpg,0,0,7,0,0,36,happy
1545.jpg,0,0,16,0,0,22,happy
337.jpg,0,0,6,0,0,23,happy
1506.jpg,0,0,9,0,0,30,happy
3279.jpg,0,0,7,0,0,26,happy
6833.jpg,0,0,13,0,5,17,happy
3350.jpg,0,0,10,0,0,28,happy
1249.jpg,0,0,2,0,0,19,neutral
4728.jpg,0,0,13,0,0,37,happy
4997.jpg,0,0,17,0,0,9,neutral
2294.jpg,0,0,0,0,0,3,neutral
978.jpg,0,0,12,0,0,27,confident
4420.jpg,0,0,2,0,6,11,anxious
4096.jpg,0,0,9,0,0,2,happy
6284.jpg,0,0,12,0,0,23,angry
953.jpg,0,0,10,0,11,25,happy
4798.jpg,0,0,15,0,9,30,happy
2871.jpg,0,0,12,0,0,26,neutral
5774.jpg,0,0,11,0,0,15,happy
5664.jpg,0,0,9,0,0,17,happy
6927.jpg,0,0,5,0,3,33,angry
1769.jpg,0,0,11,22,0,23,happy
2556.jpg,0,0,10,0,11,22,happy
3125.jpg,0,0,10,0,1,19,surprised
1500.jpg,0,0,17,0,8,21,happy
843.jpg,0,0,9,0,0,32,angry
6588.jpg,0,0,11,0,22,30,happy
5091.jpg,0,0,1,0,0,0,neutral
6679.jpg,0,0,10,0,8,21,happy
5508.jpg,0,0,9,25,12,23,happy
6354.jpg,0,0,23,0,0,11,happy
4489.jpg,0,0,8,0,6,21,happy
89.jpg,0,0,18,0,2,28,angry
4854.jpg,0,0,10,0,0,19,happy
3004.jpg,0,0,14,0,7,26,neutral
6514.jpg,0,0,6,0,1,42,happy
74.jpg,0,0,14,0,3,28,happy
194.jpg,0,0,13,0,6,30,anxious
2864.jpg,0,0,2,0,0,8,neutral
6720.jpg,0,0,4,0,0,8,surprised
4522.jpg,0,0,16,0,4,26,neutral
4296.jpg,0,0,13,0,2,32,neutral
6376.jpg,0,0,8,0,6,18,neutral
954.jpg,0,0,12,0,6,32,surprised
5739.jpg,0,0,6,0,16,18,happy
484.jpg,0,0,4,0,0,24,happy
4929.jpg,0,0,9,0,2,27,happy
3427.jpg,0,0,13,0,4,20,happy
4263.jpg,0,0,2,0,5,16,surprised
3850.jpg,0,0,6,0,8,27,confident
4063.jpg,4,0,24,0,0,11,happy
1369.jpg,0,0,9,5,7,18,happy
1212.jpg,0,0,3,0,3,16,happy
480.jpg,0,0,9,0,6,17,anxious
125.jpg,0,0,5,9,3,15,happy
2014.jpg,0,0,14,0,0,2,happy
6935.jpg,0,0,7,0,18,19,neutral
1350.jpg,2,0,1,0,0,0,neutral
637.jpg,0,0,9,0,15,27,happy
745.jpg,0,0,1,0,0,13,neutral
1230.jpg,0,0,6,0,10,26,anxious
1439.jpg,0,0,8,0,3,24,happy
1579.jpg,0,0,6,0,8,19,happy
5231.jpg,0,0,9,0,2,21,happy
3242.jpg,0,0,16,0,17,19,happy
2707.jpg,0,0,11,0,0,12,anxious
2887.jpg,0,0,4,0,8,15,happy
68.jpg,0,0,16,0,5,25,happy
1562.jpg,0,0,11,0,0,21,neutral
688.jpg,0,0,4,0,1,24,happy
1442.jpg,0,0,0,0,0,12,happy
1777.jpg,0,0,16,0,6,14,anxious
3550.jpg,0,0,10,0,4,23,sad
3467.jpg,0,0,3,0,0,16,surprised
5510.jpg,0,0,5,0,7,23,happy
2312.jpg,0,0,14,4,3,25,happy
6070.jpg,0,0,12,0,0,15,happy
1412.jpg,0,0,0,1,10,21,sad
1281.jpg,0,0,15,0,0,14,neutral
840.jpg,0,0,16,0,2,30,confident
1046.jpg,0,0,2,0,0,11,happy
962.jpg,0,0,2,2,0,15,happy
5333.jpg,0,0,10,0,2,23,happy
3355.jpg,0,0,16,0,0,29,surprised
1294.jpg,0,0,9,0,0,3,surprised
4208.jpg,0,0,3,0,1,18,neutral
6750.jpg,0,0,12,0,10,20,happy
3666.jpg,0,0,2,0,1,16,happy
152.jpg,0,0,4,0,0,31,angry
4457.jpg,0,0,15,0,22,31,neutral
3844.jpg,0,0,6,0,11,19,happy
2799.jpg,0,0,8,0,0,24,confident
6422.jpg,0,0,5,0,20,28,happy
990.jpg,0,0,14,0,35,29,neutral
5001.jpg,3,0,12,0,0,1,sad
5143.jpg,0,0,0,0,0,10,happy
2629.jpg,0,0,1,0,0,17,anxious
6170.jpg,0,0,11,0,0,23,happy
2560.jpg,0,0,0,0,0,22,happy
775.jpg,0,0,10,0,0,32,neutral
4183.jpg,0,0,16,0,6,12,anxious
389.jpg,0,0,6,0,0,23,surprised
6873.jpg,0,0,11,0,0,29,confident
2210.jpg,0,0,10,0,10,19,happy
425.jpg,0,0,8,0,4,33,surprised
4019.jpg,0,0,8,0,1,28,happy
6518.jpg,0,0,3,0,4,20,happy
5916.jpg,0,0,11,0,0,21,angry
3803.jpg,0,0,16,0,2,25,anxious
1907.jpg,0,0,0,0,0,10,happy
3218.jpg,0,0,10,0,0,26,anxious
1440.jpg,0,0,5,0,0,17,angry
2365.jpg,1,0,4,0,0,0,neutral
2244.jpg,0,0,8,0,2,16,happy
6576.jpg,0,0,12,0,0,25,happy
525.jpg,0,0,9,0,0,15,happy
5426.jpg,0,0,15,0,17,15,neutral
3968.jpg,0,0,6,0,7,22,happy
3952.jpg,0,0,13,0,0,28,neutral
4681.jpg,0,0,5,0,0,33,confident
306.jpg,0,0,1,0,1,21,happy
2960.jpg,0,0,14,0,4,15,neutral
1825.jpg,0,0,10,0,0,16,happy
5961.jpg,0,0,1,0,0,0,neutral
6440.jpg,0,0,5,0,3,21,sad
6047.jpg,0,0,12,0,7,33,confident
1498.jpg,0,0,10,0,0,25,happy
2157.jpg,0,0,9,0,0,26,happy
3299.jpg,0,0,7,0,0,27,surprised
4486.jpg,0,0,10,0,0,17,happy
1260.jpg,0,0,16,0,0,36,happy
3376.jpg,0,0,16,0,0,26,confident
2406.jpg,0,0,7,0,4,19,happy
6852.jpg,0,0,2,0,2,9,happy
3237.jpg,0,0,10,0,7,26,happy
1414.jpg,0,0,19,3,12,28,angry
1953.jpg,0,0,11,0,0,29,happy
3628.jpg,0,0,9,0,15,36,neutral
861.jpg,0,0,11,0,6,31,happy
647.jpg,0,0,0,0,0,17,confident
5573.jpg,0,0,10,0,12,25,neutral
31.jpg,0,0,10,0,0,26,happy
6670.jpg,0,0,5,0,6,22,happy
285.jpg,0,0,4,0,0,38,happy
495.jpg,0,0,6,0,17,19,happy
3093.jpg,0,0,9,0,0,12,angry
2271.jpg,0,0,8,0,1,18,neutral
2841.jpg,0,0,7,0,5,21,happy
2986.jpg,0,0,18,0,0,17,happy
3401.jpg,0,0,3,0,7,24,neutral
1839.jpg,0,0,15,0,0,19,angry
2634.jpg,0,0,11,0,0,11,happy
6454.jpg,0,0,9,0,6,16,angry
736.jpg,0,0,12,0,15,17,neutral
127.jpg,0,0,11,0,12,33,angry
5852.jpg,0,0,13,0,5,26,happy
1622.jpg,0,0,17,0,26,27,neutral
6364.jpg,0,0,3,0,2,18,surprised
4348.jpg,0,0,11,0,0,32,happy
4508.jpg,0,0,12,0,10,32,happy
4722.jpg,0,0,4,0,2,15,confident
1784.jpg,0,0,7,0,0,25,anxious
5978.jpg,0,0,15,0,0,28,happy
1188.jpg,0,0,5,0,0,1,neutral
4760.jpg,0,0,10,0,3,33,happy
2691.jpg,0,0,10,0,3,41,neutral
6484.jpg,0,0,8,0,3,24,surprised
6414.jpg,0,0,3,0,0,20,happy
6788.jpg,0,0,6,0,0,35,anxious
329.jpg,8,0,4,24,0,9,happy
6813.jpg,0,0,14,0,0,10,neutral
6544.jpg,0,0,13,0,0,14,neutral
1491.jpg,0,0,6,0,0,25,surprised
1189.jpg,0,0,3,0,4,17,confident
1986.jpg,0,0,8,0,0,17,happy
1482.jpg,0,0,17,0,0,22,happy
4610.jpg,0,0,6,0,5,52,sad
818.jpg,0,0,10,0,0,7,happy
952.jpg,0,0,17,0,4,26,happy
538.jpg,0,0,14,0,0,39,angry
554.jpg,0,0,8,0,1,29,happy
432.jpg,2,0,14,0,2,10,happy
3821.jpg,0,0,2,0,2,22,happy
6029.jpg,0,0,4,0,16,36,surprised
2703.jpg,0,0,15,0,5,25,happy
6848.jpg,0,0,5,0,3,28,neutral
2990.jpg,5,0,8,0,0,6,happy
101.jpg,0,0,14,8,12,33,happy
4083.jpg,0,0,8,0,2,15,happy
6202.jpg,0,0,10,0,1,11,neutral
3535.jpg,0,0,11,0,0,6,happy
2162.jpg,0,0,10,0,27,18,neutral
1450.jpg,0,0,9,0,0,28,neutral
3732.jpg,0,0,8,0,5,16,neutral
105.jpg,0,0,12,0,5,24,anxious
6008.jpg,0,0,7,0,0,4,confident
3344.jpg,0,0,8,0,0,25,neutral
2932.jpg,0,0,13,0,0,27,neutral
4502.jpg,0,0,11,0,5,31,happy
3313.jpg,0,0,7,0,0,21,happy
1773.jpg,0,0,15,0,0,35,happy
2236.jpg,0,0,12,0,0,22,happy
244.jpg,0,0,3,0,0,29,happy
4418.jpg,0,0,2,0,9,14,neutral
5398.jpg,0,0,14,0,2,33,angry
3574.jpg,0,0,12,0,3,29,happy
460.jpg,0,0,14,0,0,26,neutral
6963.jpg,0,0,21,0,0,8,happy
1351.jpg,0,0,12,0,0,32,anxious
6992.jpg,0,0,15,0,0,14,neutral
5729.jpg,0,0,11,0,2,19,happy
4626.jpg,0,0,16,0,0,18,happy
1316.jpg,11,0,14,0,0,18,happy
1434.jpg,0,0,13,0,0,31,anxious
3046.jpg,0,0,19,0,0,29,happy
4060.jpg,0,0,6,0,3,23,happy
4398.jpg,0,0,9,5,7,23,happy
376.jpg,0,0,6,0,0,21,happy
2857.jpg,0,0,11,0,0,17,angry
5227.jpg,0,0,19,0,6,24,anxious
5765.jpg,0,0,7,0,0,11,happy
1930.jpg,0,0,11,0,1,24,happy
1994.jpg,0,0,10,0,0,21,happy
733.jpg,0,0,16,0,11,27,angry
5156.jpg,0,0,10,0,0,12,happy
948.jpg,0,0,3,0,7,39,neutral
2302.jpg,0,0,2,0,0,21,neutral
6947.jpg,0,0,17,0,0,17,anxious
3381.jpg,0,0,18,0,6,24,happy
218.jpg,0,0,4,8,8,22,happy
3575.jpg,0,0,7,0,0,23,anxious
2870.jpg,0,0,11,0,3,17,happy
1247.jpg,0,0,14,0,5,32,happy
2120.jpg,0,0,5,0,3,27,neutral
982.jpg,0,0,13,0,6,21,happy
592.jpg,0,0,19,0,5,24,surprised
1210.jpg,0,0,15,0,0,22,happy
1438.jpg,0,0,16,0,0,24,anxious
2774.jpg,0,0,11,0,0,24,happy
6212.jpg,0,0,4,0,0,33,happy
2824.jpg,0,0,23,0,0,18,confident
635.jpg,0,0,15,0,0,38,happy
1083.jpg,0,0,12,0,0,27,happy
6378.jpg,0,0,7,0,0,29,happy
3013.jpg,0,0,17,0,0,26,happy
4684.jpg,0,0,14,0,0,29,neutral
5402.jpg,0,0,6,0,0,21,angry
3768.jpg,0,0,14,0,0,15,surprised
882.jpg,0,0,3,0,0,7,neutral
2928.jpg,0,0,15,0,0,4,confident
6316.jpg,0,0,4,0,1,8,happy
974.jpg,0,0,14,0,2,30,happy
3465.jpg,0,0,0,0,0,29,happy
4923.jpg,0,0,4,0,5,11,happy
501.jpg,0,0,3,0,0,18,angry
2655.jpg,0,0,12,0,9,20,happy
4141.jpg,0,0,7,0,0,3,anxious
4586.jpg,0,0,6,0,11,18,happy
367.jpg,0,0,11,0,8,40,happy
3857.jpg,0,0,1,0,0,13,neutral
4941.jpg,1,0,9,0,0,27,anxious
1794.jpg,0,0,12,0,1,22,happy
6143.jpg,0,0,10,0,0,8,confident
5280.jpg,0,0,6,0,4,20,happy
1556.jpg,0,0,1,0,0,10,neutral
394.jpg,0,0,0,0,6,25,happy
717.jpg,0,0,22,0,10,29,happy
5817.jpg,0,0,2,4,1,20,happy
4262.jpg,0,0,7,0,0,12,happy
4782.jpg,0,0,8,0,2,26,neutral
652.jpg,0,0,13,0,4,18,happy
4125.jpg,0,0,12,0,0,24,angry
161.jpg,0,0,8,0,6,23,confident
5992.jpg,0,0,9,0,0,4,anxious
2783.jpg,0,0,9,0,6,16,happy
732.jpg,0,0,12,0,30,32,neutral
1448.jpg,0,0,6,6,35,10,neutral
547.jpg,0,0,11,0,0,23,anxious
3903.jpg,0,0,1,0,1,25,anxious
2921.jpg,9,0,6,0,0,9,happy
1776.jpg,0,0,18,0,0,24,happy
5896.jpg,0,0,11,0,2,33,happy
827.jpg,0,0,13,0,2,25,happy
1069.jpg,0,0,2,0,10,16,happy
961.jpg,0,0,13,0,0,26,happy
2086.jpg,0,0,10,0,24,28,happy
4483.jpg,0,0,14,0,17,26,happy
481.jpg,0,0,8,0,0,21,sad
364.jpg,0,0,13,0,5,30,happy
1047.jpg,0,0,10,2,0,28,happy
2348.jpg,0,0,10,0,0,15,neutral
2037.jpg,0,0,16,0,0,16,angry
5541.jpg,0,0,4,0,0,11,neutral
2164.jpg,0,0,10,0,1,14,happy
854.jpg,0,0,0,0,1,19,neutral
3455.jpg,0,0,5,0,0,18,happy
1633.jpg,0,0,4,1,8,13,happy
4315.jpg,0,0,14,0,5,30,anxious
2561.jpg,0,0,13,0,0,1,happy
2467.jpg,0,0,8,7,0,16,neutral
4139.jpg,0,0,12,0,0,7,happy
4239.jpg,0,0,2,0,7,26,happy
2832.jpg,0,0,11,0,3,29,happy
61.jpg,0,0,5,0,18,16,neutral
2826.jpg,0,0,9,9,0,20,sad
3002.jpg,0,0,13,0,16,27,happy
6366.jpg,0,0,12,0,27,32,happy
1906.jpg,0,0,11,0,10,24,happy
6659.jpg,0,0,11,0,3,16,neutral
2613.jpg,0,0,13,2,6,29,happy
1071.jpg,0,0,15,0,6,27,neutral
5797.jpg,0,0,3,0,0,12,happy
307.jpg,0,0,10,0,0,18,happy
3641.jpg,0,0,16,0,0,27,sad
5663.jpg,0,0,17,0,5,25,happy
5751.jpg,0,0,17,0,20,24,neutral
4274.jpg,4,0,13,0,0,10,neutral
441.jpg,0,0,5,0,5,32,neutral
3448.jpg,0,0,0,0,0,11,happy
3953.jpg,0,0,15,0,0,28,neutral
3326.jpg,0,0,12,0,0,34,happy
734.jpg,0,0,9,0,4,27,happy
2336.jpg,0,0,11,0,0,20,happy
522.jpg,8,0,12,16,17,15,happy
2065.jpg,0,0,12,0,0,27,happy
498.jpg,0,0,20,0,0,19,happy
6030.jpg,3,0,7,0,0,15,surprised
2987.jpg,0,0,17,0,0,24,happy
85.jpg,0,0,11,0,0,0,happy
6917.jpg,0,0,8,0,7,29,surprised
6380.jpg,0,0,15,0,8,21,happy
5743.jpg,0,0,1,0,4,17,confident
5113.jpg,0,0,4,0,0,14,confident
4163.jpg,11,0,11,0,0,6,happy
1196.jpg,0,0,15,0,0,16,happy
6500.jpg,0,0,8,0,10,28,neutral
6105.jpg,0,0,10,0,9,29,happy
1161.jpg,0,0,5,0,0,8,happy
3346.jpg,0,0,11,0,2,20,happy
6903.jpg,0,0,1,0,0,20,happy
1574.jpg,0,0,4,0,12,20,neutral
1629.jpg,0,0,8,0,6,21,happy
1584.jpg,0,0,6,0,0,27,happy
2245.jpg,1,0,10,0,0,5,happy
3154.jpg,0,0,12,0,10,18,happy
2663.jpg,0,0,17,0,0,28,happy
754.jpg,0,0,11,0,2,17,happy
4064.jpg,0,0,12,0,16,37,sad
886.jpg,0,0,6,0,9,26,sad
685.jpg,0,0,15,0,5,32,neutral
1768.jpg,0,0,8,0,8,18,happy
6327.jpg,0,0,0,0,4,28,happy
2158.jpg,0,0,0,0,10,28,sad
1824.jpg,0,0,4,0,2,21,happy
2028.jpg,0,0,7,0,0,14,happy
6966.jpg,0,0,19,0,7,17,happy
3483.jpg,0,0,20,0,0,32,happy
2786.jpg,0,0,9,0,4,25,anxious
889.jpg,0,0,3,0,0,0,happy
2429.jpg,0,0,13,0,0,10,confident
4848.jpg,0,0,0,0,0,24,sad
1948.jpg,0,0,12,0,0,12,happy
6271.jpg,0,0,10,0,4,33,happy
1499.jpg,0,0,8,0,1,26,neutral
5505.jpg,0,0,16,0,0,33,confident
1092.jpg,0,0,7,15,0,7,happy
315.jpg,0,0,7,0,3,21,neutral
1829.jpg,1,0,0,0,0,5,confident
1202.jpg,0,0,16,0,11,23,happy
6476.jpg,0,0,7,0,13,17,neutral
2920.jpg,0,0,13,0,6,23,confident
3676.jpg,0,0,7,23,0,18,neutral
2229.jpg,0,0,15,0,10,17,happy
5715.jpg,0,0,11,0,5,21,happy
5385.jpg,0,0,12,0,19,16,happy
6415.jpg,0,0,0,0,10,32,happy
4720.jpg,4,0,7,0,0,8,happy
4411.jpg,0,0,9,8,0,18,neutral
1494.jpg,0,0,6,0,6,15,happy
3762.jpg,0,0,14,0,0,24,neutral
3282.jpg,0,0,7,0,3,15,happy
233.jpg,0,0,11,0,0,23,neutral
6273.jpg,0,0,10,0,0,20,happy
1168.jpg,0,0,10,0,0,25,neutral
3536.jpg,0,0,14,20,35,33,happy
1857.jpg,0,0,10,0,2,25,anxious
2743.jpg,0,0,1,0,0,26,confident
114.jpg,0,0,1,0,0,28,neutral
6684.jpg,0,0,10,0,2,20,anxious
4177.jpg,0,0,14,0,0,6,anxious
4580.jpg,0,0,7,0,5,29,happy
3923.jpg,0,0,9,0,14,27,happy
1102.jpg,0,0,1,0,2,12,happy
691.jpg,0,0,20,0,22,26,neutral
6545.jpg,0,0,0,0,4,21,neutral
5976.jpg,0,0,7,0,6,20,neutral
4985.jpg,0,0,12,0,0,18,happy
286.jpg,0,0,15,0,0,20,happy
1229.jpg,0,0,5,0,0,23,happy
2233.jpg,0,0,8,0,8,30,happy
1691.jpg,0,0,16,0,0,20,happy
590.jpg,0,0,16,5,4,7,happy
1339.jpg,0,0,9,0,0,3,surprised
1542.jpg,0,0,6,0,0,27,surprised
5531.jpg,0,0,18,0,0,33,happy
4395.jpg,0,0,9,0,30,19,neutral
5216.jpg,0,0,13,0,0,33,happy
936.jpg,0,0,14,0,5,29,happy
28.jpg,0,0,4,0,0,21,happy
445.jpg,0,0,6,0,0,30,neutral
2558.jpg,0,0,7,0,5,27,happy
5116.jpg,0,0,11,0,0,26,happy
1051.jpg,0,0,3,0,0,16,anxious
5289.jpg,0,0,16,0,8,22,happy
1151.jpg,0,0,16,0,0,24,happy
3288.jpg,0,0,11,0,2,34,neutral
119.jpg,0,0,18,0,5,29,neutral
627.jpg,0,0,18,0,2,27,happy
2090.jpg,0,0,7,0,11,25,happy
2798.jpg,0,0,5,0,0,18,surprised
3493.jpg,0,0,8,7,0,19,neutral
5968.jpg,0,0,12,0,4,18,happy
1783.jpg,0,0,11,0,0,37,neutral
6775.jpg,0,0,3,0,0,26,angry
